filecode,inputLine,tradeLine,SecType,Symbol,Underlying,Expiry,Strike,O_Type,Trade_Time,Lot_Time,Exchange,Q,Price,Proceeds,CommTax,Basis,Realized_PL,Codes,OC,Type1,Account
06C,140,214,O,AAPL 17NOV12 660.0 C,AAPL,2012-11-17,660,C,2012-08-03 11:52:25,2012-08-03 11:52:25,NASDAQOM,-1,18.7,1870,-0.66,-1869.34,0,O,O,,IB9048
06C,141,215,O,AAPL 17NOV12 660.0 C,AAPL,2012-11-17,660,C,2012-08-03 11:56:29,2012-08-03 11:56:29,-,-1,18.7,1870,-1.1,-1868.9,0,O,O,S,IB9048
06C,142,215,O,AAPL 17NOV12 660.0 C,AAPL,2012-11-17,660,C,2012-08-03 11:56:29,2012-08-03 11:56:29,CBOE,-1,18.7,1870,-1.1,-1868.9,0,O,O,,IB9048
06C,143,216,O,AAPL 17NOV12 660.0 C,AAPL,2012-11-17,660,C,2012-08-29 15:35:12,2012-08-29 15:35:12,-,2,43.66,-8732,-0.78,3738.24,-4994.54,LI;C,C,S,IB9048
06C,144,216,O,AAPL 17NOV12 660.0 C,AAPL,2012-11-17,660,C,2012-08-29 15:35:12,2012-08-29 15:35:12,CBOE2,2,43.66,-8732,-0.78,3738.24,-4994.54,LI;C,C,,IB9048
06C,145,216,O,AAPL 17NOV12 660.0 C,AAPL,2012-11-17,660,C,2012-08-29 15:35:12,2012-08-03 11:56:29,,-1,18.688989,,,-1868.9,-2497.49,ST,A,,IB9048
06C,146,216,O,AAPL 17NOV12 660.0 C,AAPL,2012-11-17,660,C,2012-08-29 15:35:12,2012-08-03 11:52:25,,-1,18.693389,,,-1869.34,-2497.05,ST,A,,IB9048
06C,147,217,O,AAPL 17NOV12 665.0 C,AAPL,2012-11-17,665,C,2012-08-03 11:54:47,2012-08-03 11:54:47,-,-1,17.2,1720,-1.1,-1718.9,0,O,O,S,IB9048
06C,148,217,O,AAPL 17NOV12 665.0 C,AAPL,2012-11-17,665,C,2012-08-03 11:54:47,2012-08-03 11:54:47,CBOE,-1,17.2,1720,-1.1,-1718.9,0,O,O,,IB9048
06C,149,218,O,AAPL 17NOV12 665.0 C,AAPL,2012-11-17,665,C,2012-10-11 13:54:10,2012-10-11 13:54:10,-,1,13.75,-1375,-0.68,1718.9,343.22,LI;C,C,S,IB9048
06C,150,218,O,AAPL 17NOV12 665.0 C,AAPL,2012-11-17,665,C,2012-10-11 13:54:10,2012-10-11 13:54:10,NASDAQOM,1,13.75,-1375,-0.68,1718.9,343.22,LI;C,C,,IB9048
06C,151,218,O,AAPL 17NOV12 665.0 C,AAPL,2012-11-17,665,C,2012-10-11 13:54:10,2012-08-03 11:54:47,,-1,17.189023,,,-1718.9,343.22,ST,A,,IB9048
06C,152,219,O,AAPL 17NOV12 720.0 C,AAPL,2012-11-17,720,C,2012-08-17 12:15:48,2012-08-17 12:15:48,-,-1,10.25,1025,-0.64,-1024.36,0,O,O,S,IB9048
06C,153,219,O,AAPL 17NOV12 720.0 C,AAPL,2012-11-17,720,C,2012-08-17 12:15:48,2012-08-17 12:15:48,NASDAQOM,-1,10.25,1025,-0.64,-1024.36,0,O,O,,IB9048
06C,154,220,O,AAPL 17NOV12 720.0 C,AAPL,2012-11-17,720,C,2012-11-16 16:20:00,2012-11-16 16:20:00,-,1,0,0,0,1024.36,1024.36,Ep;C,C,S,IB9048
06C,155,220,O,AAPL 17NOV12 720.0 C,AAPL,2012-11-17,720,C,2012-11-16 16:20:00,2012-11-16 16:20:00,--,1,0,0,0,1024.36,1024.36,Ep;C,C,,IB9048
06C,156,220,O,AAPL 17NOV12 720.0 C,AAPL,2012-11-17,720,C,2012-11-16 16:20:00,2012-08-17 00:00:00,,-1,10.243578,,,-1024.36,1024.36,ST,A,,IB9048
06C,157,221,O,AAPL 22DEC12 660.0 C,AAPL,2012-12-22,660,C,2012-08-29 13:51:19,2012-08-29 13:51:19,-,-1,50.74,5074,-0.8,-5073.2,0,O,O,S,IB9048
06C,158,221,O,AAPL 22DEC12 660.0 C,AAPL,2012-12-22,660,C,2012-08-29 13:51:19,2012-08-29 13:51:19,CBOE2,-1,50.74,5074,-0.8,-5073.2,0,O,O,,IB9048
06C,159,222,O,AAPL 22DEC12 660.0 C,AAPL,2012-12-22,660,C,2012-08-29 15:35:12,2012-08-29 15:35:12,-,-2,49.96,9992,-1,-9991,0,O,O,S,IB9048
06C,160,222,O,AAPL 22DEC12 660.0 C,AAPL,2012-12-22,660,C,2012-08-29 15:35:12,2012-08-29 15:35:12,CBOE2,-2,49.96,9992,-1,-9991,0,O,O,,IB9048
06C,161,223,O,AAPL 22DEC12 660.0 C,AAPL,2012-12-22,660,C,2012-10-11 14:45:28,2012-10-11 14:45:28,-,3,22.55,-6765,-2.28,15064.19,8296.92,LI;C,C,S,IB9048
06C,162,223,O,AAPL 22DEC12 660.0 C,AAPL,2012-12-22,660,C,2012-10-11 14:45:28,2012-10-11 14:45:28,CBOE,3,22.55,-6765,-2.28,15064.19,8296.92,LI;C,C,,IB9048
06C,163,223,O,AAPL 22DEC12 660.0 C,AAPL,2012-12-22,660,C,2012-10-11 14:45:28,2012-08-29 15:35:12,,-2,49.954989,,,-9991,5479.48,ST,A,,IB9048
06C,164,223,O,AAPL 22DEC12 660.0 C,AAPL,2012-12-22,660,C,2012-10-11 14:45:28,2012-08-29 13:51:19,,-1,50.731971,,,-5073.2,2817.44,ST,A,,IB9048
06C,165,224,O,AAPL 22DEC12 665.0 C,AAPL,2012-12-22,665,C,2012-10-19 15:00:26,2012-10-19 15:00:26,-,-1,15.08,1508,-1.09,-1506.91,0,O,O,S,IB9048
06C,166,224,O,AAPL 22DEC12 665.0 C,AAPL,2012-12-22,665,C,2012-10-19 15:00:26,2012-10-19 15:00:26,ISE,-1,15.08,1508,-1.09,-1506.91,0,O,O,,IB9048
06C,167,225,O,AAPL 22DEC12 665.0 C,AAPL,2012-12-22,665,C,2012-11-26 10:49:05,2012-11-26 10:49:05,-,-2,0.92,184,-1.52,-182.48,0,O,O,S,IB9048
06C,168,225,O,AAPL 22DEC12 665.0 C,AAPL,2012-12-22,665,C,2012-11-26 10:49:05,2012-11-26 10:49:05,CBOE,-2,0.92,184,-1.52,-182.48,0,O,O,,IB9048
06C,169,226,O,AAPL 22DEC12 665.0 C,AAPL,2012-12-22,665,C,2012-12-21 16:20:00,2012-12-21 16:20:00,-,3,0,0,0,1689.38,1689.38,Ep;C,C,S,IB9048
06C,170,226,O,AAPL 22DEC12 665.0 C,AAPL,2012-12-22,665,C,2012-12-21 16:20:00,2012-12-21 16:20:00,--,3,0,0,0,1689.38,1689.38,Ep;C,C,,IB9048
06C,171,226,O,AAPL 22DEC12 665.0 C,AAPL,2012-12-22,665,C,2012-12-21 16:20:00,2012-10-19 00:00:00,,-1,15.06907,,,-1506.91,1506.91,ST,A,,IB9048
06C,172,226,O,AAPL 22DEC12 665.0 C,AAPL,2012-12-22,665,C,2012-12-21 16:20:00,2012-11-26 00:00:00,,-2,0.912387,,,-182.48,182.48,ST,A,,IB9048
06C,173,227,O,AAPL 19JAN13 350.0 P,AAPL,2013-01-19,350,P,2012-01-27 15:41:36,2012-01-27 15:41:36,-,2,16.35,-3270,-1.45,9549.13,6277.68,ML;C,C,S,IB9048
06C,174,227,O,AAPL 19JAN13 350.0 P,AAPL,2013-01-19,350,P,2012-01-27 15:41:36,2012-01-27 15:41:36,CBOE,2,16.35,-3270,-1.45,9549.13,6277.68,ML;C,C,,IB9048
06C,175,227,O,AAPL 19JAN13 350.0 P,AAPL,2013-01-19,350,P,2012-01-27 15:41:36,2011-08-15 11:21:22,,-2,47.745658,,,-9549.13,6277.68,ST,A,,IB9048
06C,176,228,O,AAPL 19JAN13 350.0 P,AAPL,2013-01-19,350,P,2012-01-27 15:58:52,2012-01-27 15:58:52,-,2,16.25,-3250,-0.61,9549.13,6298.52,ML;C,C,S,IB9048
06C,177,228,O,AAPL 19JAN13 350.0 P,AAPL,2013-01-19,350,P,2012-01-27 15:58:52,2012-01-27 15:58:52,NASDAQOM,2,16.25,-3250,-0.61,9549.13,6298.52,ML;C,C,,IB9048
06C,178,228,O,AAPL 19JAN13 350.0 P,AAPL,2013-01-19,350,P,2012-01-27 15:58:52,2011-08-15 11:21:22,,-2,47.745658,,,-9549.13,6298.52,ST,A,,IB9048
06C,179,229,O,AAPL 18JAN14 400.0 C,AAPL,2014-01-18,400,C,2012-01-27 15:04:18,2012-01-27 15:04:18,-,-2,100.45,20090,-0.99,-17061.44,3027.56,ML;C,C,S,IB9048
06C,180,229,O,AAPL 18JAN14 400.0 C,AAPL,2014-01-18,400,C,2012-01-27 15:04:18,2012-01-27 15:04:18,NASDAQOM,-2,100.45,20090,-0.99,-17061.44,3027.56,ML;C,C,,IB9048
06C,181,229,O,AAPL 18JAN14 400.0 C,AAPL,2014-01-18,400,C,2012-01-27 15:04:18,2011-12-27 15:56:58,,2,85.307225,,,17061.44,3027.56,ST,A,,IB9048
06C,182,230,O,ABT 18FEB12 55.0 C,ABT,2012-02-18,55,C,2012-01-24 10:53:24,2012-01-24 10:53:24,-,7,1.3,-910,-5.07,915.07,0,P;O,O,S,IB9048
06C,183,230,O,ABT 18FEB12 55.0 C,ABT,2012-02-18,55,C,2012-01-24 10:53:24,2012-01-24 10:53:24,ISE,1,1.3,-130,-1.02,131.02,0,P;O,O,,IB9048
06C,184,230,O,ABT 18FEB12 55.0 C,ABT,2012-02-18,55,C,2012-01-24 10:53:24,2012-01-24 10:53:24,PHLX,1,1.3,-130,-0.42,130.42,0,P;O,O,,IB9048
06C,185,230,O,ABT 18FEB12 55.0 C,ABT,2012-02-18,55,C,2012-01-24 10:53:25,2012-01-24 10:53:25,PHLX,5,1.3,-650,-3.62,653.62,0,P;O,O,,IB9048
06C,186,231,O,ABT 18FEB12 55.0 C,ABT,2012-02-18,55,C,2012-01-24 15:03:55,2012-01-24 15:03:55,-,-7,1.322857,926,-3.61,-915.07,7.32,P;ML;C,C,S,IB9048
06C,187,231,O,ABT 18FEB12 55.0 C,ABT,2012-02-18,55,C,2012-01-24 15:03:55,2012-01-24 15:03:55,PHLX,-1,1.32,132,-1.03,-131.02,-0.05,P;ML;C,C,,IB9048
06C,188,231,O,ABT 18FEB12 55.0 C,ABT,2012-02-18,55,C,2012-01-24 15:03:55,2012-01-24 10:53:24,,1,1.310245,,,131.02,-0.05,ST,A,,IB9048
06C,189,231,O,ABT 18FEB12 55.0 C,ABT,2012-02-18,55,C,2012-01-24 15:03:55,2012-01-24 15:03:55,ISE,-1,1.33,133,-0.43,-130.72,1.85,P;ML;C,C,,IB9048
06C,190,231,O,ABT 18FEB12 55.0 C,ABT,2012-02-18,55,C,2012-01-24 15:03:55,2012-01-24 10:53:25,,1,1.307245,,,130.72,1.85,ST,A,,IB9048
06C,191,231,O,ABT 18FEB12 55.0 C,ABT,2012-02-18,55,C,2012-01-24 15:03:55,2012-01-24 15:03:55,CBOE2,-4,1.32,528,-1.43,-522.9,3.67,P;ML;C,C,,IB9048
06C,192,231,O,ABT 18FEB12 55.0 C,ABT,2012-02-18,55,C,2012-01-24 15:03:55,2012-01-24 10:53:25,,4,1.307245,,,522.9,3.67,ST,A,,IB9048
06C,193,231,O,ABT 18FEB12 55.0 C,ABT,2012-02-18,55,C,2012-01-24 15:03:55,2012-01-24 15:03:55,CBOE,-1,1.33,133,-0.73,-130.42,1.85,P;ML;C,C,,IB9048
06C,194,231,O,ABT 18FEB12 55.0 C,ABT,2012-02-18,55,C,2012-01-24 15:03:55,2012-01-24 10:53:24,,1,1.304245,,,130.42,1.85,ST,A,,IB9048
06C,195,232,O,ABT 18FEB12 55.0 P,ABT,2012-02-18,55,P,2012-01-24 10:53:24,2012-01-24 10:53:24,-,7,0.45,-315,-5.07,320.07,0,P;O,O,S,IB9048
06C,196,232,O,ABT 18FEB12 55.0 P,ABT,2012-02-18,55,P,2012-01-24 10:53:24,2012-01-24 10:53:24,PHLX,1,0.45,-45,-1.02,46.02,0,P;O,O,,IB9048
06C,197,232,O,ABT 18FEB12 55.0 P,ABT,2012-02-18,55,P,2012-01-24 10:53:24,2012-01-24 10:53:24,ISE,1,0.45,-45,-0.42,45.42,0,P;O,O,,IB9048
06C,198,232,O,ABT 18FEB12 55.0 P,ABT,2012-02-18,55,P,2012-01-24 10:53:25,2012-01-24 10:53:25,PHLX,5,0.45,-225,-3.62,228.62,0,P;O,O,,IB9048
06C,199,233,O,ABT 18FEB12 55.0 P,ABT,2012-02-18,55,P,2012-01-24 15:03:55,2012-01-24 15:03:55,-,-7,0.478571,335,-3.6,-320.07,11.33,P;ML;C,C,S,IB9048
06C,200,233,O,ABT 18FEB12 55.0 P,ABT,2012-02-18,55,P,2012-01-24 15:03:55,2012-01-24 15:03:55,CBOE2,-4,0.48,192,-1.42,-183.2,7.38,P;ML;C,C,,IB9048
06C,201,233,O,ABT 18FEB12 55.0 P,ABT,2012-02-18,55,P,2012-01-24 15:03:55,2012-01-24 10:53:24,,1,0.460245,,,46.02,1.62,ST,A,,IB9048
06C,202,233,O,ABT 18FEB12 55.0 P,ABT,2012-02-18,55,P,2012-01-24 15:03:55,2012-01-24 10:53:25,,3,0.457245,,,137.17,5.76,ST,A,,IB9048
06C,203,233,O,ABT 18FEB12 55.0 P,ABT,2012-02-18,55,P,2012-01-24 15:03:55,2012-01-24 15:03:55,PHLX,-1,0.48,48,-0.73,-45.72,1.55,P;ML;C,C,,IB9048
06C,204,233,O,ABT 18FEB12 55.0 P,ABT,2012-02-18,55,P,2012-01-24 15:03:55,2012-01-24 10:53:25,,1,0.457245,,,45.72,1.55,ST,A,,IB9048
06C,205,233,O,ABT 18FEB12 55.0 P,ABT,2012-02-18,55,P,2012-01-24 15:03:55,2012-01-24 15:03:55,CBOE,-1,0.48,48,-0.73,-45.72,1.55,P;ML;C,C,,IB9048
06C,206,233,O,ABT 18FEB12 55.0 P,ABT,2012-02-18,55,P,2012-01-24 15:03:55,2012-01-24 10:53:25,,1,0.457245,,,45.72,1.55,ST,A,,IB9048
06C,207,233,O,ABT 18FEB12 55.0 P,ABT,2012-02-18,55,P,2012-01-24 15:03:55,2012-01-24 15:03:55,ISE,-1,0.47,47,-0.73,-45.42,0.85,P;ML;C,C,,IB9048
06C,208,233,O,ABT 18FEB12 55.0 P,ABT,2012-02-18,55,P,2012-01-24 15:03:55,2012-01-24 10:53:24,,1,0.454245,,,45.42,0.85,ST,A,,IB9048
06C,209,11,S,AFL,AFL,,,,2012-02-03 11:23:26,2012-02-03 11:23:26,-,-100,50.12,5012,-0.67,-4540.22,471.11,ML;C,C,S,IB9048
06C,210,11,S,AFL,AFL,,,,2012-02-03 11:23:26,2012-02-03 11:23:26,NYSE,-100,50.12,5012,-0.67,-4540.22,471.11,ML;C,C,,IB9048
06C,211,11,S,AFL,AFL,,,,2012-02-03 11:23:26,2011-07-20 12:44:45,,100,45.402203,,,4540.22,471.11,ST,A,,IB9048
06C,212,12,S,AFL,AFL,,,,2012-04-25 15:36:28,2012-04-25 15:36:28,-,300,45.41,-13623,-0.66,13623.66,0,O,O,S,IB9048
06C,213,12,S,AFL,AFL,,,,2012-04-25 15:36:28,2012-04-25 15:36:28,NYSE,300,45.41,-13623,-0.66,13623.66,0,O,O,,IB9048
06C,214,234,O,AFL 19JAN13 55.0 C,AFL,2013-01-19,55,C,2012-10-17 12:43:48,2012-10-17 12:43:48,-,-3,0.45,135,-2.28,-132.72,0,O,O,S,IB9048
06C,215,234,O,AFL 19JAN13 55.0 C,AFL,2013-01-19,55,C,2012-10-17 12:43:48,2012-10-17 12:43:48,CBOE,-3,0.45,135,-2.28,-132.72,0,O,O,,IB9048
06C,216,235,O,AGO 19JAN13 15.0 P,AGO,2013-01-19,15,P,2012-03-12 14:35:28,2012-03-12 14:35:28,-,4,1.75,-700,-1.22,1378.58,677.36,ML;C,C,S,IB9048
06C,217,235,O,AGO 19JAN13 15.0 P,AGO,2013-01-19,15,P,2012-03-12 14:35:28,2012-03-12 14:35:28,NASDAQOM,4,1.75,-700,-1.22,1378.58,677.36,ML;C,C,,IB9048
06C,218,235,O,AGO 19JAN13 15.0 P,AGO,2013-01-19,15,P,2012-03-12 14:35:28,2011-04-19 13:23:05,,-4,3.446455,,,-1378.58,677.36,ST,A,,IB9048
06C,219,236,O,AGO 19JAN13 15.0 P,AGO,2013-01-19,15,P,2012-03-12 15:48:31,2012-03-12 15:48:31,-,3,1.75,-525,-2.17,1033.94,506.76,ML;C,C,S,IB9048
06C,220,236,O,AGO 19JAN13 15.0 P,AGO,2013-01-19,15,P,2012-03-12 15:48:31,2012-03-12 15:48:31,CBOE,3,1.75,-525,-2.17,1033.94,506.76,ML;C,C,,IB9048
06C,221,236,O,AGO 19JAN13 15.0 P,AGO,2013-01-19,15,P,2012-03-12 15:48:31,2011-04-19 13:23:05,,-3,3.446455,,,-1033.94,506.76,ST,A,,IB9048
06C,222,237,O,AKAM 19JAN13 35.0 P,AKAM,2013-01-19,35,P,2012-02-09 15:14:27,2012-02-09 15:14:27,-,4,4.55,-1820,-2.9,2872.91,1050.01,ML;C,C,S,IB9048
06C,223,237,O,AKAM 19JAN13 35.0 P,AKAM,2013-01-19,35,P,2012-02-09 15:14:27,2012-02-09 15:14:27,CBOE,4,4.55,-1820,-2.9,2872.91,1050.01,ML;C,C,,IB9048
06C,224,237,O,AKAM 19JAN13 35.0 P,AKAM,2013-01-19,35,P,2012-02-09 15:14:27,2011-05-11 15:58:19,,-4,7.182275,,,-2872.91,1050.01,ST,A,,IB9048
06C,225,238,O,AKAM 19JAN13 35.0 P,AKAM,2013-01-19,35,P,2012-02-10 12:21:44,2012-02-10 12:21:44,-,2,4.5,-900,-0.61,1436.46,535.85,ML;C,C,S,IB9048
06C,226,238,O,AKAM 19JAN13 35.0 P,AKAM,2013-01-19,35,P,2012-02-10 12:21:44,2012-02-10 12:21:44,NASDAQOM,2,4.5,-900,-0.61,1436.46,535.85,ML;C,C,,IB9048
06C,227,238,O,AKAM 19JAN13 35.0 P,AKAM,2013-01-19,35,P,2012-02-10 12:21:44,2011-05-11 15:58:19,,-2,7.182275,,,-1436.46,535.85,ST,A,,IB9048
06C,228,239,O,AKAM 19JAN13 35.0 P,AKAM,2013-01-19,35,P,2012-02-10 12:35:55,2012-02-10 12:35:55,-,4,4.45,-1780,-1.22,2872.91,1091.69,ML;C,C,S,IB9048
06C,229,239,O,AKAM 19JAN13 35.0 P,AKAM,2013-01-19,35,P,2012-02-10 12:35:55,2012-02-10 12:35:55,NASDAQOM,4,4.45,-1780,-1.22,2872.91,1091.69,ML;C,C,,IB9048
06C,230,239,O,AKAM 19JAN13 35.0 P,AKAM,2013-01-19,35,P,2012-02-10 12:35:55,2011-05-11 15:58:19,,-3,7.182275,,,-2154.68,818.77,ST,A,,IB9048
06C,231,239,O,AKAM 19JAN13 35.0 P,AKAM,2013-01-19,35,P,2012-02-10 12:35:55,2011-05-11 15:58:19,,-1,7.182275,,,-718.23,272.92,ST,A,,IB9048
06C,232,13,S,ALSK,ALSK,,,,2012-01-20 16:20:00,2012-01-20 16:20:00,-,2400,5,-12000,0,12000,0,A;O,O,S,IB9048
06C,233,13,S,ALSK,ALSK,,,,2012-01-20 16:20:00,2012-01-20 16:20:00,--,2400,5,-12000,0,12000,0,A;O,O,,IB9048
06C,234,240,O,ALSK 21JAN12 5.0 P,ALSK,2012-01-21,5,P,2012-01-20 16:20:00,2012-01-20 16:20:00,-,24,0,0,0,4024.98,0,A;C,C,S,IB9048
06C,235,240,O,ALSK 21JAN12 5.0 P,ALSK,2012-01-21,5,P,2012-01-20 16:20:00,2012-01-20 16:20:00,--,24,0,0,0,4024.98,0,A;C,C,,IB9048
06C,236,240,O,ALSK 21JAN12 5.0 P,ALSK,2012-01-21,5,P,2012-01-20 16:20:00,2011-12-22 00:00:00,,-24,1.677076,,,-4024.98,0,ST,A,,IB9048
06C,237,14,S,ALXA,ALXA,,,,2012-07-09 11:13:37,2012-07-09 11:13:37,-,1000,4.02,-4020,-1.5,4021.5,0,P;O,O,S,IB9048
06C,238,14,S,ALXA,ALXA,,,,2012-07-09 11:13:37,2012-07-09 11:13:37,ISLAND,100,4.02,-402,-0.5,402.5,0,P;O,O,,IB9048
06C,239,14,S,ALXA,ALXA,,,,2012-07-09 11:13:37,2012-07-09 11:13:37,ISLAND,200,4.02,-804,0.05,803.95,0,P;O,O,,IB9048
06C,240,14,S,ALXA,ALXA,,,,2012-07-09 11:13:37,2012-07-09 11:13:37,ISLAND,200,4.02,-804,-0.3,804.3,0,P;O,O,,IB9048
06C,241,14,S,ALXA,ALXA,,,,2012-07-09 11:14:17,2012-07-09 11:14:17,ISLAND,500,4.02,-2010,-0.75,2010.75,0,P;O,O,,IB9048
06C,242,15,S,ALXA,ALXA,,,,2012-07-24 15:58:32,2012-07-24 15:58:32,-,213,3.47,-739.11,-1.43,740.54,0,P;O,O,S,IB9048
06C,243,15,S,ALXA,ALXA,,,,2012-07-24 15:58:32,2012-07-24 15:58:32,ISLAND,50,3.47,-173.5,-0.86,174.36,0,P;O,O,,IB9048
06C,244,15,S,ALXA,ALXA,,,,2012-07-24 15:58:32,2012-07-24 15:58:32,ISLAND,163,3.47,-565.61,-0.57,566.18,0,P;O,O,,IB9048
06C,245,16,S,ALXA,ALXA,,,,2012-07-25 09:30:00,2012-07-25 09:30:00,-,287,3.46,-993.02,-1.21,994.23,0,O,O,S,IB9048
06C,246,16,S,ALXA,ALXA,,,,2012-07-25 09:30:00,2012-07-25 09:30:00,ISLAND,287,3.46,-993.02,-1.21,994.23,0,O,O,,IB9048
06C,247,17,S,ALXA,ALXA,,,,2012-08-09 11:57:45,2012-08-09 11:57:45,-,600,2.99,-1794,-0.96,1794.96,0,O,O,S,IB9048
06C,248,17,S,ALXA,ALXA,,,,2012-08-09 11:57:45,2012-08-09 11:57:45,ARCA,600,2.99,-1794,-0.96,1794.96,0,O,O,,IB9048
06C,249,18,S,ALXA,ALXA,,,,2012-08-09 11:57:45,2012-08-09 11:57:45,-,600,2.99,-1794,-0.9,1794.9,0,O,O,S,IB9048
06C,250,18,S,ALXA,ALXA,,,,2012-08-09 11:57:45,2012-08-09 11:57:45,ISLAND,600,2.99,-1794,-0.9,1794.9,0,O,O,,IB9048
06C,251,19,S,ALXA,ALXA,,,,2012-08-09 11:58:25,2012-08-09 11:58:25,-,600,2.98,-1788,-0.9,1788.9,0,O,O,S,IB9048
06C,252,19,S,ALXA,ALXA,,,,2012-08-09 11:58:25,2012-08-09 11:58:25,ISLAND,600,2.98,-1788,-0.9,1788.9,0,O,O,,IB9048
06C,253,20,S,ALXA,ALXA,,,,2012-08-28 14:02:39,2012-08-28 14:02:39,-,-500,4.55,2275,-0.85,-2010.75,263.4,C,C,S,IB9048
06C,254,20,S,ALXA,ALXA,,,,2012-08-28 14:02:39,2012-08-28 14:02:39,ARCA,-500,4.55,2275,-0.85,-2010.75,263.4,C,C,,IB9048
06C,255,20,S,ALXA,ALXA,,,,2012-08-28 14:02:39,2012-07-09 00:00:00,,500,4.021503,,,2010.75,263.4,ST,A,,IB9048
06C,256,21,S,ALXA,ALXA,,,,2012-10-05 10:52:59,2012-10-05 10:52:59,-,-500,5.22,2610,-0.86,-2010.75,598.39,C,C,S,IB9048
06C,257,21,S,ALXA,ALXA,,,,2012-10-05 10:52:59,2012-10-05 10:52:59,ARCA,-500,5.22,2610,-0.86,-2010.75,598.39,C,C,,IB9048
06C,258,21,S,ALXA,ALXA,,,,2012-10-05 10:52:59,2012-07-09 00:00:00,,500,4.021503,,,2010.75,598.39,ST,A,,IB9048
06C,259,22,S,ALXA,ALXA,,,,2012-10-23 09:44:40,2012-10-23 09:44:40,-,300,5.15,-1545,-0.48,1545.48,0,O,O,S,IB9048
06C,260,22,S,ALXA,ALXA,,,,2012-10-23 09:44:40,2012-10-23 09:44:40,ISLAND,300,5.15,-1545,-0.48,1545.48,0,O,O,,IB9048
06C,261,23,S,ALXA,ALXA,,,,2012-11-16 16:20:00,2012-11-16 16:20:00,-,500,5,-2500,0,2500,0,A;O,O,S,IB9048
06C,262,23,S,ALXA,ALXA,,,,2012-11-16 16:20:00,2012-11-16 16:20:00,--,500,5,-2500,0,2500,0,A;O,O,,IB9048
06C,263,24,S,ALXA,ALXA,,,,2012-11-23 10:20:02,2012-11-23 10:20:02,-,-300,5.29,1587,-0.52,-1545.48,41,SL;C,C,S,IB9048
06C,264,24,S,ALXA,ALXA,,,,2012-11-23 10:20:02,2012-11-23 10:20:02,ARCA,-300,5.29,1587,-0.52,-1545.48,41,SL;C,C,,IB9048
06C,265,24,S,ALXA,ALXA,,,,2012-11-23 10:20:02,2012-10-23 09:44:40,,300,5.151603,,,1545.48,41,ST,A,,IB9048
06C,266,25,S,ALXA,ALXA,,,,2012-11-30 10:47:19,2012-11-30 10:47:19,-,-100,5.62,562,-0.52,-430.01,131.47,LI;C,C,S,IB9048
06C,267,25,S,ALXA,ALXA,,,,2012-11-30 10:47:19,2012-11-30 10:47:19,ARCA,-100,5.62,562,-0.52,-430.01,131.47,LI;C,C,,IB9048
06C,268,25,S,ALXA,ALXA,,,,2012-11-30 10:47:19,2012-11-16 16:20:00,,100,4.300108,,,430.01,131.47,ST,A,,IB9048
06C,269,26,S,ALXA,ALXA,,,,2012-11-30 10:49:28,2012-11-30 10:49:28,-,100,5.52,-552,-0.51,552.51,0,O,O,S,IB9048
06C,270,26,S,ALXA,ALXA,,,,2012-11-30 10:49:28,2012-11-30 10:49:28,ARCA,100,5.52,-552,-0.51,552.51,0,O,O,,IB9048
06C,271,27,S,ALXA,ALXA,,,,2012-11-30 12:12:37,2012-11-30 12:12:37,-,-200,5.62,1124,-0.35,-982.52,141.13,LI;C,C,S,IB9048
06C,272,27,S,ALXA,ALXA,,,,2012-11-30 12:12:37,2012-11-30 12:12:37,ARCA,-200,5.62,1124,-0.35,-982.52,141.13,LI;C,C,,IB9048
06C,273,27,S,ALXA,ALXA,,,,2012-11-30 12:12:37,2012-11-30 10:49:28,,100,5.525106,,,552.51,9.32,ST,A,,IB9048
06C,274,27,S,ALXA,ALXA,,,,2012-11-30 12:12:37,2012-11-16 16:20:00,,100,4.300108,,,430.01,131.82,ST,A,,IB9048
06C,275,28,S,ALXA,ALXA,,,,2012-11-30 13:14:29,2012-11-30 13:14:29,-,200,5.51,-1102,-0.32,1102.32,0,O,O,S,IB9048
06C,276,28,S,ALXA,ALXA,,,,2012-11-30 13:14:29,2012-11-30 13:14:29,ISLAND,200,5.51,-1102,-0.32,1102.32,0,O,O,,IB9048
06C,277,29,S,ALXA,ALXA,,,,2012-12-03 09:58:51,2012-12-03 09:58:51,-,-200,5.63,1126,-0.35,-1102.32,23.33,LI;C,C,S,IB9048
06C,278,29,S,ALXA,ALXA,,,,2012-12-03 09:58:51,2012-12-03 09:58:51,ISLAND,-200,5.63,1126,-0.35,-1102.32,23.33,LI;C,C,,IB9048
06C,279,29,S,ALXA,ALXA,,,,2012-12-03 09:58:51,2012-11-30 13:14:29,,200,5.511603,,,1102.32,23.33,ST,A,,IB9048
06C,280,30,S,ALXA,ALXA,,,,2012-12-03 10:09:35,2012-12-03 10:09:35,-,200,5.51,-1102,-0.32,1102.32,0,O,O,S,IB9048
06C,281,30,S,ALXA,ALXA,,,,2012-12-03 10:09:35,2012-12-03 10:09:35,IBKRATS,200,5.51,-1102,-0.32,1102.32,0,O,O,,IB9048
06C,282,241,O,ALXA 17NOV12 5.0 P,ALXA,2012-11-17,5,P,2012-10-05 11:43:16,2012-10-05 11:43:16,-,-5,0.7,350,-0.05,-349.95,0,O,O,S,IB9048
